frame,track_id_a,track_id_b,cost_px,status
170,30,,,unmatched_a_extra
170,37,,,unmatched_a_extra
170,47,,,unmatched_a_extra
170,48,,,unmatched_a_extra
171,22,17,23.4,matched
171,9,4,25.3,matched
171,5,20,28.0,matched
171,47,2,18.0,matched
171,50,34,37.9,matched
171,30,,,unmatched_a_extra
171,37,,,unmatched_a_extra
171,38,,,unmatched_a_extra
172,22,17,23.7,matched
172,9,4,25.6,matched
172,38,32,19.3,matched
172,5,20,28.5,matched
172,47,2,11.7,matched
172,50,34,43.1,matched
172,30,,,unmatched_a_extra
172,37,,,unmatched_a_extra
173,22,34,368.7,rejected_too_far
173,37,20,304.6,rejected_too_far
173,9,17,64.9,matched
173,5,4,12.9,matched
173,47,2,10.5,matched
173,50,32,8.5,matched
173,30,,,unmatched_a_extra
174,22,17,20.9,matched
174,9,4,31.1,matched
174,5,20,26.4,matched
174,47,2,11.9,matched
174,50,32,7.5,matched
174,38,34,54.0,matched
174,37,,,unmatched_a_extra
175,22,17,23.2,matched
175,5,20,26.2,matched
175,47,2,12.7,matched
175,50,32,9.8,matched
175,38,34,55.5,matched
175,37,,,unmatched_a_extra
175,9,,,unmatched_a_extra
176,22,17,24.3,matched
176,9,4,28.3,matched
176,5,20,28.3,matched
176,50,32,9.0,matched
176,38,34,55.0,matched
176,37,,,unmatched_a_extra
176,47,,,unmatched_a_extra
177,22,17,15.8,matched
177,5,20,28.6,matched
177,50,32,14.5,matched
177,38,34,32.0,matched
177,37,,,unmatched_a_extra
177,9,,,unmatched_a_extra
177,47,,,unmatched_a_extra
178,22,17,15.2,matched
178,9,4,23.3,matched
178,5,20,33.8,matched
178,50,32,17.4,matched
178,38,34,42.9,matched
178,37,,,unmatched_a_extra
178,47,,,unmatched_a_extra
179,22,17,20.6,matched
179,9,4,24.1,matched
179,5,20,36.1,matched
179,50,32,25.4,matched
179,38,34,40.8,matched
179,37,,,unmatched_a_extra
179,47,,,unmatched_a_extra
180,22,17,21.5,matched
180,9,4,24.8,matched
180,5,20,36.1,matched
180,38,34,38.5,matched
180,37,,,unmatched_a_extra
180,47,,,unmatched_a_extra
180,50,,,unmatched_a_extra
181,22,17,22.3,matched
181,9,4,28.3,matched
181,5,20,34.9,matched
181,38,34,49.2,matched
181,37,,,unmatched_a_extra
181,47,,,unmatched_a_extra
181,50,,,unmatched_a_extra
182,22,17,18.9,matched
182,9,4,30.5,matched
182,5,20,35.2,matched
182,38,34,46.3,matched
182,37,,,unmatched_a_extra
182,47,,,unmatched_a_extra
182,50,,,unmatched_a_extra
183,22,17,22.0,matched
183,9,4,28.4,matched
183,5,20,35.1,matched
183,38,34,44.8,matched
183,37,,,unmatched_a_extra
183,47,,,unmatched_a_extra
183,50,,,unmatched_a_extra
184,22,17,22.1,matched
184,9,4,27.3,matched
184,5,20,33.9,matched
184,38,34,40.2,matched
184,37,,,unmatched_a_extra
184,47,,,unmatched_a_extra
184,50,,,unmatched_a_extra
185,22,17,21.7,matched
185,9,4,28.6,matched
185,5,20,32.5,matched
185,38,34,53.9,matched
185,37,,,unmatched_a_extra
185,47,,,unmatched_a_extra
185,50,,,unmatched_a_extra
186,22,17,17.4,matched
186,9,4,29.1,matched
186,5,20,30.1,matched
186,38,34,54.0,matched
186,37,,,unmatched_a_extra
186,47,,,unmatched_a_extra
186,50,,,unmatched_a_extra
187,22,17,16.6,matched
187,9,4,30.6,matched
187,5,20,31.0,matched
187,38,34,62.2,matched
187,37,,,unmatched_a_extra
187,47,,,unmatched_a_extra
187,50,,,unmatched_a_extra
188,22,17,21.5,matched
188,9,4,28.9,matched
188,5,20,31.5,matched
188,38,34,64.0,matched
188,37,,,unmatched_a_extra
188,47,,,unmatched_a_extra
188,50,,,unmatched_a_extra
189,22,17,24.0,matched
189,9,4,30.8,matched
189,5,20,33.0,matched
189,38,34,56.3,matched
189,37,,,unmatched_a_extra
189,47,,,unmatched_a_extra
189,50,,,unmatched_a_extra
190,22,17,17.1,matched
190,9,4,31.4,matched
190,5,20,33.6,matched
190,38,34,54.9,matched
190,37,,,unmatched_a_extra
190,47,,,unmatched_a_extra
190,50,,,unmatched_a_extra
191,22,17,14.4,matched
191,9,4,32.2,matched
191,5,20,34.3,matched
191,38,34,66.8,matched
191,37,,,unmatched_a_extra
191,47,,,unmatched_a_extra
191,50,,,unmatched_a_extra
192,22,17,37.0,matched
192,9,4,29.7,matched
192,5,20,33.3,matched
192,38,34,57.4,matched
192,37,,,unmatched_a_extra
192,47,,,unmatched_a_extra
192,50,,,unmatched_a_extra
193,22,17,32.5,matched
193,9,4,29.4,matched
193,5,20,30.6,matched
193,38,34,59.7,matched
193,37,,,unmatched_a_extra
193,47,,,unmatched_a_extra
193,50,,,unmatched_a_extra
194,22,17,22.5,matched
194,9,4,28.0,matched
194,5,20,29.7,matched
194,38,34,71.5,matched
194,37,,,unmatched_a_extra
194,47,,,unmatched_a_extra
194,50,,,unmatched_a_extra
195,22,17,15.1,matched
195,9,4,28.9,matched
195,5,20,31.0,matched
195,38,34,62.2,matched
195,37,,,unmatched_a_extra
195,47,,,unmatched_a_extra
195,50,,,unmatched_a_extra
196,22,17,17.3,matched
196,9,4,31.0,matched
196,5,20,31.3,matched
196,38,34,54.6,matched
196,37,,,unmatched_a_extra
196,47,,,unmatched_a_extra
196,50,,,unmatched_a_extra
197,22,17,23.6,matched
197,9,4,30.9,matched
197,5,20,31.2,matched
197,38,34,63.9,matched
197,37,,,unmatched_a_extra
197,47,,,unmatched_a_extra
197,50,,,unmatched_a_extra
198,22,17,22.1,matched
198,9,4,28.0,matched
198,5,20,30.7,matched
198,38,34,53.9,matched
198,37,,,unmatched_a_extra
198,47,,,unmatched_a_extra
198,50,,,unmatched_a_extra
199,22,17,20.8,matched
199,9,4,25.9,matched
199,5,20,29.6,matched
199,38,34,47.2,matched
199,37,,,unmatched_a_extra
199,47,,,unmatched_a_extra
199,50,,,unmatched_a_extra
200,22,17,21.1,matched
200,9,4,28.7,matched
200,5,20,29.2,matched
200,38,34,52.6,matched
200,37,,,unmatched_a_extra
200,47,,,unmatched_a_extra
200,50,,,unmatched_a_extra
201,22,17,28.3,matched
201,9,4,29.1,matched
201,5,20,30.3,matched
201,37,,,unmatched_a_extra
201,47,,,unmatched_a_extra
201,50,,,unmatched_a_extra
201,38,,,unmatched_a_extra
202,22,17,30.0,matched
202,9,4,29.0,matched
202,5,20,28.9,matched
202,37,,,unmatched_a_extra
202,47,,,unmatched_a_extra
202,50,,,unmatched_a_extra
202,38,,,unmatched_a_extra
203,22,17,23.2,matched
203,9,4,26.2,matched
203,5,20,30.0,matched
203,37,,,unmatched_a_extra
203,47,,,unmatched_a_extra
203,50,,,unmatched_a_extra
203,38,,,unmatched_a_extra
204,22,17,18.3,matched
204,9,20,56.1,matched
204,5,4,3.1,matched
204,37,,,unmatched_a_extra
204,47,,,unmatched_a_extra
204,50,,,unmatched_a_extra
204,38,,,unmatched_a_extra
205,22,17,18.1,matched
205,9,4,28.3,matched
205,5,20,30.9,matched
205,37,,,unmatched_a_extra
205,47,,,unmatched_a_extra
205,50,,,unmatched_a_extra
205,38,,,unmatched_a_extra
206,22,17,21.2,matched
206,9,4,26.4,matched
206,5,20,32.6,matched
206,37,,,unmatched_a_extra
206,47,,,unmatched_a_extra
206,50,,,unmatched_a_extra
206,38,,,unmatched_a_extra
207,22,17,11.4,matched
207,9,4,26.5,matched
207,5,20,32.0,matched
207,37,,,unmatched_a_extra
207,47,,,unmatched_a_extra
207,50,,,unmatched_a_extra
207,38,,,unmatched_a_extra
208,22,17,14.2,matched
208,9,4,24.8,matched
208,5,20,29.2,matched
208,37,,,unmatched_a_extra
208,47,,,unmatched_a_extra
208,50,,,unmatched_a_extra
208,38,,,unmatched_a_extra
209,22,17,6.6,matched
209,9,4,23.5,matched
209,5,20,28.4,matched
209,37,,,unmatched_a_extra
209,47,,,unmatched_a_extra
209,50,,,unmatched_a_extra
209,38,,,unmatched_a_extra
210,9,4,23.2,matched
210,5,20,30.2,matched
210,38,17,637.7,rejected_too_far
210,37,,,unmatched_a_extra
210,50,,,unmatched_a_extra
211,9,4,23.1,matched
211,5,20,28.9,matched
211,38,17,666.2,rejected_too_far
211,37,,,unmatched_a_extra
211,50,,,unmatched_a_extra
211,60,,,unmatched_a_extra
212,9,4,26.3,matched
212,5,20,26.6,matched
212,38,17,691.3,rejected_too_far
212,37,,,unmatched_a_extra
212,50,,,unmatched_a_extra
213,9,4,25.6,matched
213,5,20,29.9,matched
213,38,17,733.0,rejected_too_far
213,37,,,unmatched_a_extra
213,50,,,unmatched_a_extra
214,9,4,24.2,matched
214,5,20,28.4,matched
214,22,17,4.6,matched
214,37,,,unmatched_a_extra
214,50,,,unmatched_a_extra
214,38,,,unmatched_a_extra
215,5,20,25.7,matched
215,22,17,11.4,matched
215,37,,,unmatched_a_extra
215,9,,,unmatched_a_extra
215,50,,,unmatched_a_extra
215,38,,,unmatched_a_extra
216,5,20,24.4,matched
216,22,17,11.0,matched
216,37,,,unmatched_a_extra
216,9,,,unmatched_a_extra
216,50,,,unmatched_a_extra
216,38,,,unmatched_a_extra
217,5,20,24.4,matched
217,22,17,10.2,matched
217,37,,,unmatched_a_extra
217,9,,,unmatched_a_extra
217,50,,,unmatched_a_extra
217,38,,,unmatched_a_extra
218,22,17,13.1,matched
218,37,,,unmatched_a_extra
218,9,,,unmatched_a_extra
218,5,,,unmatched_a_extra
218,50,,,unmatched_a_extra
218,38,,,unmatched_a_extra
219,22,17,17.6,matched
219,37,,,unmatched_a_extra
219,9,,,unmatched_a_extra
219,5,,,unmatched_a_extra
219,50,,,unmatched_a_extra
219,38,,,unmatched_a_extra
219,64,,,unmatched_a_extra
220,5,4,3.9,matched
220,22,17,24.2,matched
220,37,,,unmatched_a_extra
220,9,,,unmatched_a_extra
220,50,,,unmatched_a_extra
220,38,,,unmatched_a_extra
220,64,,,unmatched_a_extra
221,5,4,3.4,matched
221,22,17,23.4,matched
221,9,,,unmatched_a_extra
221,50,,,unmatched_a_extra
221,38,,,unmatched_a_extra
221,64,,,unmatched_a_extra
222,9,4,25.9,matched
222,5,20,25.2,matched
222,22,17,16.8,matched
222,50,,,unmatched_a_extra
222,38,,,unmatched_a_extra
222,64,,,unmatched_a_extra
223,9,4,25.9,matched
223,5,20,23.4,matched
223,22,17,15.4,matched
223,50,,,unmatched_a_extra
223,38,,,unmatched_a_extra
223,64,,,unmatched_a_extra
224,9,4,23.6,matched
224,5,20,25.8,matched
224,22,17,26.4,matched
224,50,,,unmatched_a_extra
224,38,,,unmatched_a_extra
224,64,,,unmatched_a_extra
225,9,4,21.1,matched
225,5,20,27.6,matched
225,22,17,15.4,matched
225,50,,,unmatched_a_extra
225,38,,,unmatched_a_extra
225,64,,,unmatched_a_extra
226,9,4,19.3,matched
226,5,20,25.1,matched
226,22,17,18.0,matched
226,50,,,unmatched_a_extra
226,38,,,unmatched_a_extra
226,64,,,unmatched_a_extra
227,9,4,21.2,matched
227,5,20,24.5,matched
227,22,17,14.6,matched
227,50,,,unmatched_a_extra
227,38,,,unmatched_a_extra
227,64,,,unmatched_a_extra
228,9,4,24.6,matched
228,5,20,25.9,matched
228,22,17,20.8,matched
228,50,,,unmatched_a_extra
228,38,,,unmatched_a_extra
228,64,,,unmatched_a_extra
228,68,,,unmatched_a_extra
229,9,4,27.5,matched
229,5,20,25.0,matched
229,22,17,19.7,matched
229,50,,,unmatched_a_extra
229,38,,,unmatched_a_extra
229,64,,,unmatched_a_extra
229,68,,,unmatched_a_extra
230,9,4,26.4,matched
230,5,20,25.0,matched
230,22,17,23.5,matched
230,64,42,532.6,rejected_too_far
230,68,43,463.0,rejected_too_far
230,50,,,unmatched_a_extra
230,38,,,unmatched_a_extra
231,9,4,23.6,matched
231,5,20,22.8,matched
231,22,17,36.1,matched
231,64,43,34.6,matched
231,50,,,unmatched_a_extra
231,38,,,unmatched_a_extra
231,68,,,unmatched_a_extra
232,9,4,21.5,matched
232,5,20,23.0,matched
232,64,43,26.9,matched
232,50,,,unmatched_a_extra
232,38,,,unmatched_a_extra
232,22,,,unmatched_a_extra
232,68,,,unmatched_a_extra
233,9,4,20.9,matched
233,5,20,21.8,matched
233,64,43,26.6,matched
233,50,,,unmatched_a_extra
233,38,,,unmatched_a_extra
233,22,,,unmatched_a_extra
233,68,,,unmatched_a_extra
234,9,4,20.5,matched
234,5,20,20.4,matched
234,64,43,29.0,matched
234,50,,,unmatched_a_extra
234,38,,,unmatched_a_extra
234,22,,,unmatched_a_extra
234,68,,,unmatched_a_extra
235,9,4,21.5,matched
235,5,20,23.9,matched
235,64,43,18.8,matched
235,50,,,unmatched_a_extra
235,38,,,unmatched_a_extra
235,22,,,unmatched_a_extra
235,68,,,unmatched_a_extra
236,9,4,18.6,matched
236,5,20,20.8,matched
236,64,43,21.1,matched
236,50,,,unmatched_a_extra
236,38,,,unmatched_a_extra
236,22,,,unmatched_a_extra
236,68,,,unmatched_a_extra
237,9,4,15.0,matched
237,5,20,19.4,matched
237,64,43,24.2,matched
237,50,,,unmatched_a_extra
237,38,,,unmatched_a_extra
237,22,,,unmatched_a_extra
237,68,,,unmatched_a_extra
238,9,4,12.4,matched
238,5,20,19.4,matched
238,64,43,30.4,matched
238,50,,,unmatched_a_extra
238,38,,,unmatched_a_extra
238,22,,,unmatched_a_extra
238,68,,,unmatched_a_extra
239,9,4,10.7,matched
239,5,20,20.4,matched
239,64,43,31.4,matched
239,50,,,unmatched_a_extra
239,38,,,unmatched_a_extra
239,22,,,unmatched_a_extra
239,68,,,unmatched_a_extra
240,9,4,12.5,matched
240,5,20,20.6,matched
240,64,43,33.9,matched
240,50,,,unmatched_a_extra
240,38,,,unmatched_a_extra
240,22,,,unmatched_a_extra
240,68,,,unmatched_a_extra
241,9,4,15.3,matched
241,5,20,21.4,matched
241,64,43,33.3,matched
241,50,,,unmatched_a_extra
241,38,,,unmatched_a_extra
241,22,,,unmatched_a_extra
241,68,,,unmatched_a_extra
242,9,4,14.7,matched
242,5,20,21.8,matched
242,64,43,33.9,matched
242,50,,,unmatched_a_extra
242,38,,,unmatched_a_extra
242,22,,,unmatched_a_extra
242,68,,,unmatched_a_extra
243,9,4,14.0,matched
243,5,20,21.0,matched
243,64,43,27.2,matched
243,50,,,unmatched_a_extra
243,38,,,unmatched_a_extra
243,22,,,unmatched_a_extra
243,68,,,unmatched_a_extra
244,9,4,12.8,matched
244,5,20,20.6,matched
244,64,43,34.6,matched
244,50,,,unmatched_a_extra
244,38,,,unmatched_a_extra
244,22,,,unmatched_a_extra
244,68,,,unmatched_a_extra
245,9,4,13.4,matched
245,5,20,19.7,matched
245,64,43,24.0,matched
245,50,,,unmatched_a_extra
245,38,,,unmatched_a_extra
245,22,,,unmatched_a_extra
245,68,,,unmatched_a_extra
246,9,4,12.7,matched
246,5,20,18.4,matched
246,64,43,25.9,matched
246,50,,,unmatched_a_extra
246,38,,,unmatched_a_extra
246,22,,,unmatched_a_extra
246,68,,,unmatched_a_extra
247,9,4,14.9,matched
247,5,20,16.6,matched
247,64,43,29.5,matched
247,50,,,unmatched_a_extra
247,38,,,unmatched_a_extra
247,22,,,unmatched_a_extra
247,68,,,unmatched_a_extra
248,9,4,13.7,matched
248,5,20,17.1,matched
248,64,43,32.1,matched
248,50,,,unmatched_a_extra
248,38,,,unmatched_a_extra
248,22,,,unmatched_a_extra
248,68,,,unmatched_a_extra
249,9,4,17.0,matched
249,5,20,18.0,matched
249,64,43,31.5,matched
249,50,,,unmatched_a_extra
249,38,,,unmatched_a_extra
249,22,,,unmatched_a_extra
249,68,,,unmatched_a_extra
250,9,4,14.4,matched
250,5,20,15.7,matched
250,64,43,33.3,matched
250,50,,,unmatched_a_extra
250,38,,,unmatched_a_extra
250,22,,,unmatched_a_extra
250,68,,,unmatched_a_extra
251,9,4,13.5,matched
251,5,20,14.9,matched
251,64,43,33.3,matched
251,50,,,unmatched_a_extra
251,38,,,unmatched_a_extra
251,22,,,unmatched_a_extra
251,68,,,unmatched_a_extra
252,9,4,22.0,matched
252,5,20,15.1,matched
252,50,47,80.0,matched
252,64,43,30.5,matched
252,38,,,unmatched_a_extra
252,22,,,unmatched_a_extra
252,68,,,unmatched_a_extra
253,9,4,22.1,matched
253,5,20,15.8,matched
253,50,47,74.5,matched
253,64,43,21.4,matched
253,38,,,unmatched_a_extra
253,22,,,unmatched_a_extra
253,68,,,unmatched_a_extra
254,9,4,22.6,matched
254,5,20,16.7,matched
254,50,47,70.5,matched
254,64,43,25.4,matched
254,38,,,unmatched_a_extra
254,22,,,unmatched_a_extra
254,68,,,unmatched_a_extra
255,9,4,24.0,matched
255,5,20,18.3,matched
255,50,47,69.1,matched
255,64,43,33.3,matched
255,38,,,unmatched_a_extra
255,22,,,unmatched_a_extra
255,68,,,unmatched_a_extra
256,9,4,23.4,matched
256,5,20,17.9,matched
256,50,47,72.2,matched
256,64,43,31.5,matched
256,38,,,unmatched_a_extra
256,22,,,unmatched_a_extra
256,68,,,unmatched_a_extra
257,9,4,17.2,matched
257,5,20,17.1,matched
257,50,47,68.3,matched
257,64,43,26.5,matched
257,38,,,unmatched_a_extra
257,22,,,unmatched_a_extra
257,68,,,unmatched_a_extra
258,9,4,14.8,matched
258,5,20,23.4,matched
258,50,47,80.1,matched
258,64,43,29.0,matched
258,38,,,unmatched_a_extra
258,22,,,unmatched_a_extra
258,68,,,unmatched_a_extra
259,9,4,13.2,matched
259,5,20,23.3,matched
259,50,47,77.3,matched
259,64,43,36.7,matched
259,38,,,unmatched_a_extra
259,22,,,unmatched_a_extra
259,68,,,unmatched_a_extra
260,9,4,14.8,matched
260,5,20,24.7,matched
260,50,47,67.2,matched
260,64,43,26.8,matched
260,38,,,unmatched_a_extra
260,22,,,unmatched_a_extra
260,68,,,unmatched_a_extra
261,9,4,13.3,matched
261,5,20,20.9,matched
261,50,47,71.2,matched
261,64,43,20.9,matched
261,38,,,unmatched_a_extra
261,22,,,unmatched_a_extra
261,68,,,unmatched_a_extra
262,9,4,16.8,matched
262,5,20,14.9,matched
262,50,47,51.3,matched
262,64,43,21.3,matched
262,38,,,unmatched_a_extra
262,22,,,unmatched_a_extra
262,68,,,unmatched_a_extra
263,9,4,21.7,matched
263,5,20,19.0,matched
263,50,47,53.3,matched
263,64,43,24.8,matched
263,38,,,unmatched_a_extra
263,22,,,unmatched_a_extra
263,68,,,unmatched_a_extra
264,9,4,20.9,matched
264,5,20,18.5,matched
264,50,47,55.3,matched
264,64,43,25.5,matched
264,38,,,unmatched_a_extra
264,22,,,unmatched_a_extra
264,68,,,unmatched_a_extra
265,9,4,19.9,matched
265,5,20,19.1,matched
265,50,47,64.8,matched
265,64,43,28.1,matched
265,38,,,unmatched_a_extra
265,22,,,unmatched_a_extra
265,68,,,unmatched_a_extra
266,9,4,18.9,matched
266,5,20,23.1,matched
266,50,47,50.2,matched
266,64,43,24.1,matched
266,38,,,unmatched_a_extra
266,22,,,unmatched_a_extra
266,68,,,unmatched_a_extra
267,5,20,20.7,matched
267,50,47,49.6,matched
267,64,43,23.4,matched
267,9,,,unmatched_a_extra
267,38,,,unmatched_a_extra
267,22,,,unmatched_a_extra
267,68,,,unmatched_a_extra
268,5,20,18.2,matched
268,50,47,54.2,matched
268,64,43,18.8,matched
268,9,,,unmatched_a_extra
268,38,,,unmatched_a_extra
268,22,,,unmatched_a_extra
268,68,,,unmatched_a_extra
269,9,4,13.3,matched
269,50,47,60.2,matched
269,64,43,25.4,matched
269,5,,,unmatched_a_extra
269,38,,,unmatched_a_extra
269,22,,,unmatched_a_extra
269,68,,,unmatched_a_extra
270,9,4,21.6,matched
270,5,43,70.3,matched
270,50,47,53.7,matched
270,38,,,unmatched_a_extra
270,22,,,unmatched_a_extra
270,68,,,unmatched_a_extra
271,9,4,12.8,matched
271,5,43,80.0,matched
271,50,47,56.5,matched
271,38,,,unmatched_a_extra
271,22,,,unmatched_a_extra
271,68,,,unmatched_a_extra
272,9,4,10.3,matched
272,5,43,92.0,matched
272,50,47,57.0,matched
272,38,,,unmatched_a_extra
272,22,,,unmatched_a_extra
272,68,,,unmatched_a_extra
273,9,4,8.6,matched
273,5,20,17.4,matched
273,50,47,60.5,matched
273,64,43,12.2,matched
273,38,,,unmatched_a_extra
273,22,,,unmatched_a_extra
273,68,,,unmatched_a_extra
274,9,4,8.2,matched
274,5,20,18.9,matched
274,50,47,47.8,matched
274,64,43,7.7,matched
274,38,,,unmatched_a_extra
274,22,,,unmatched_a_extra
274,68,,,unmatched_a_extra
275,9,4,12.6,matched
275,5,20,18.5,matched
275,50,47,45.0,matched
275,38,,,unmatched_a_extra
275,22,,,unmatched_a_extra
275,68,,,unmatched_a_extra
275,64,,,unmatched_a_extra
276,9,4,14.5,matched
276,5,20,17.6,matched
276,50,47,46.9,matched
276,38,,,unmatched_a_extra
276,22,,,unmatched_a_extra
276,68,,,unmatched_a_extra
276,64,,,unmatched_a_extra
277,9,4,15.9,matched
277,5,20,19.2,matched
277,50,47,59.0,matched
277,38,,,unmatched_a_extra
277,22,,,unmatched_a_extra
277,68,,,unmatched_a_extra
277,64,,,unmatched_a_extra
278,9,4,14.0,matched
278,5,20,26.5,matched
278,50,47,44.9,matched
278,38,,,unmatched_a_extra
278,22,,,unmatched_a_extra
278,68,,,unmatched_a_extra
278,64,,,unmatched_a_extra
279,9,4,11.8,matched
279,5,20,24.6,matched
279,50,47,36.3,matched
279,38,,,unmatched_a_extra
279,22,,,unmatched_a_extra
279,68,,,unmatched_a_extra
279,64,,,unmatched_a_extra
280,9,4,8.9,matched
280,5,20,18.7,matched
280,50,47,33.5,matched
280,38,,,unmatched_a_extra
280,22,,,unmatched_a_extra
280,68,,,unmatched_a_extra
280,64,,,unmatched_a_extra
281,9,4,7.2,matched
281,5,20,11.6,matched
281,50,47,35.8,matched
281,68,52,56.2,matched
281,38,,,unmatched_a_extra
281,22,,,unmatched_a_extra
281,64,,,unmatched_a_extra
282,9,4,10.5,matched
282,5,20,12.7,matched
282,50,47,36.7,matched
282,68,52,51.2,matched
282,38,,,unmatched_a_extra
282,22,,,unmatched_a_extra
282,64,,,unmatched_a_extra
283,9,4,12.0,matched
283,5,20,13.8,matched
283,50,47,35.3,matched
283,68,52,42.2,matched
283,38,,,unmatched_a_extra
283,22,,,unmatched_a_extra
283,64,,,unmatched_a_extra
284,9,4,10.1,matched
284,5,20,13.8,matched
284,50,47,36.6,matched
284,68,52,25.0,matched
284,38,,,unmatched_a_extra
284,22,,,unmatched_a_extra
284,64,,,unmatched_a_extra
285,9,4,9.3,matched
285,5,20,19.7,matched
285,50,47,35.0,matched
285,68,52,22.5,matched
285,38,,,unmatched_a_extra
285,22,,,unmatched_a_extra
285,64,,,unmatched_a_extra
286,9,4,10.3,matched
286,5,20,16.8,matched
286,50,47,31.6,matched
286,68,52,20.3,matched
286,38,,,unmatched_a_extra
286,22,,,unmatched_a_extra
286,64,,,unmatched_a_extra
287,9,4,18.3,matched
287,5,20,16.4,matched
287,50,47,30.2,matched
287,68,52,22.1,matched
287,38,,,unmatched_a_extra
287,22,,,unmatched_a_extra
287,64,,,unmatched_a_extra
288,9,4,20.5,matched
288,5,20,23.3,matched
288,50,47,33.4,matched
288,68,52,23.3,matched
288,22,,,unmatched_a_extra
288,64,,,unmatched_a_extra
289,9,4,19.6,matched
289,5,20,24.1,matched
289,50,47,38.2,matched
289,68,52,32.6,matched
289,22,,,unmatched_a_extra
289,64,,,unmatched_a_extra
290,9,4,15.7,matched
290,5,20,21.0,matched
290,50,47,43.2,matched
290,68,52,52.4,matched
290,22,,,unmatched_a_extra
290,64,,,unmatched_a_extra
291,9,4,12.3,matched
291,5,20,12.5,matched
291,50,47,49.7,matched
291,68,52,48.6,matched
291,22,,,unmatched_a_extra
291,64,,,unmatched_a_extra
292,9,4,13.3,matched
292,5,20,10.7,matched
292,50,47,57.4,matched
292,68,52,45.4,matched
292,22,,,unmatched_a_extra
292,64,,,unmatched_a_extra
293,9,4,17.8,matched
293,5,20,10.8,matched
293,68,52,29.1,matched
293,50,,,unmatched_a_extra
293,22,,,unmatched_a_extra
293,64,,,unmatched_a_extra
294,9,4,17.8,matched
294,5,20,16.5,matched
294,68,52,17.8,matched
294,64,53,127.1,matched
294,22,,,unmatched_a_extra
295,9,4,13.2,matched
295,5,20,16.1,matched
295,68,52,26.3,matched
295,22,,,unmatched_a_extra
295,64,,,unmatched_a_extra
296,9,4,11.2,matched
296,5,20,12.3,matched
296,68,52,33.3,matched
296,22,,,unmatched_a_extra
296,64,,,unmatched_a_extra
296,50,,,unmatched_a_extra
297,9,4,8.3,matched
297,5,20,9.7,matched
297,68,52,32.8,matched
297,22,,,unmatched_a_extra
297,64,,,unmatched_a_extra
297,50,,,unmatched_a_extra
298,9,4,9.3,matched
298,5,20,9.1,matched
298,68,52,39.4,matched
298,22,,,unmatched_a_extra
298,64,,,unmatched_a_extra
298,50,,,unmatched_a_extra
299,9,4,11.5,matched
299,5,20,22.8,matched
299,68,52,32.3,matched
299,22,,,unmatched_a_extra
299,64,,,unmatched_a_extra
299,50,,,unmatched_a_extra
300,9,4,14.8,matched
300,5,20,27.9,matched
300,68,52,41.4,matched
300,50,55,45.5,matched
300,22,,,unmatched_a_extra
300,64,,,unmatched_a_extra
301,9,4,10.9,matched
301,5,20,22.2,matched
301,68,52,49.6,matched
301,50,55,49.7,matched
301,22,,,unmatched_a_extra
301,64,,,unmatched_a_extra
302,9,4,10.2,matched
302,5,20,17.5,matched
302,68,52,45.1,matched
302,50,55,43.1,matched
302,22,,,unmatched_a_extra
302,64,,,unmatched_a_extra
303,5,20,20.1,matched
303,68,52,27.4,matched
303,50,55,36.9,matched
303,9,,,unmatched_a_extra
303,22,,,unmatched_a_extra
303,64,,,unmatched_a_extra
304,9,4,28.1,matched
304,68,52,31.9,matched
304,50,55,33.1,matched
304,5,,,unmatched_a_extra
304,22,,,unmatched_a_extra
305,9,4,25.1,matched
305,68,52,32.7,matched
305,50,55,19.6,matched
305,5,,,unmatched_a_extra
305,22,,,unmatched_a_extra
306,5,4,9.4,matched
306,68,52,30.4,matched
306,50,55,15.2,matched
306,9,,,unmatched_a_extra
306,22,,,unmatched_a_extra
306,64,,,unmatched_a_extra
307,5,4,8.8,matched
307,68,52,28.2,matched
307,50,55,19.2,matched
307,9,,,unmatched_a_extra
307,22,,,unmatched_a_extra
307,64,,,unmatched_a_extra
308,5,4,6.0,matched
308,68,52,31.7,matched
308,50,55,17.4,matched
308,9,,,unmatched_a_extra
308,22,,,unmatched_a_extra
308,64,,,unmatched_a_extra
309,5,4,16.6,matched
309,68,52,24.6,matched
309,50,55,14.7,matched
309,9,,,unmatched_a_extra
309,22,,,unmatched_a_extra
309,64,,,unmatched_a_extra
310,9,4,28.2,matched
310,5,57,4.3,matched
310,68,52,32.2,matched
310,50,55,13.4,matched
310,22,,,unmatched_a_extra
310,64,,,unmatched_a_extra
311,9,4,27.1,matched
311,5,57,6.3,matched
311,22,53,82.2,matched
311,68,52,34.5,matched
311,50,55,15.0,matched
311,64,,,unmatched_a_extra
312,5,57,9.3,matched
312,22,53,67.8,matched
312,68,52,29.4,matched
312,50,55,12.3,matched
312,9,,,unmatched_a_extra
312,64,,,unmatched_a_extra
313,5,57,9.9,matched
313,22,53,201.5,rejected_too_far
313,68,52,22.5,matched
313,50,55,12.7,matched
313,9,,,unmatched_a_extra
313,64,,,unmatched_a_extra
314,5,57,13.7,matched
314,22,53,278.8,rejected_too_far
314,68,52,21.4,matched
314,50,55,12.7,matched
314,9,,,unmatched_a_extra
314,64,,,unmatched_a_extra
315,5,57,13.9,matched
315,22,53,81.2,matched
315,68,52,19.1,matched
315,50,55,13.0,matched
315,9,,,unmatched_a_extra
